id,Einstein_Radius_actual,Einstein_radius_Inception,Einstein_Radius_Sequential,Einstein_Radius_ResNet,Einstein_Radius_ResNetXt,Sigma_V_actual,Sigma_V_Inception,Sigma_V_Sequential,Sigma_V_ResNet,Sigma_V_ResNetXt,RedShift_Lens_ZL_actual,RedShift_Lens_ZL_Inception,RedShift_Lens_ZL_Sequential,RedShift_Lens_ZL_ResNet,RedShift_Lens_ZL_ResNetXt,Redshift_Source_ZS_actual,Redshift_Source_ZS_Inception,Redshift_Source_ZS_Sequential,Redshift_Source_ZS_ResNet,Redshift_Source_ZS_ResNetXt
2472,1.338,1.31581,1.39016,1.27067,1.25331,241.968,210.737,252.277,228.215,253.95,0.293,0.416687,0.428076,0.314244,0.324673,2.337,1.28303,1.11565,1.39448,1.37229
2473,1.419,1.43132,1.54463,1.44203,1.40952,296.849,293.962,286.84,298.403,267.155,0.461,0.40822,0.384754,0.383538,0.407515,1.303,1.81313,1.53992,1.48499,1.63996
2474,1.005,1.12924,1.00483,0.835433,0.967485,263.09,253.528,262.04,267.974,294.944,0.62,0.619568,0.636063,0.629229,0.633376,1.613,1.55756,1.75991,1.56125,1.97134
2475,1.293,1.44771,1.12315,1.29294,1.50575,258.946,253.926,262.812,269.546,244.079,0.34,0.347941,0.344095,0.291588,0.389959,1.335,1.80086,1.6876,1.69927,1.18056
2476,0.976,0.998694,1.1344,1.02609,1.0909,217.62,222.22,224.568,230.456,222.407,0.261,0.228979,0.31079,0.3267,0.297838,1.159,1.20108,0.968403,1.5906,1.26673
2477,2.232,2.01683,2.16435,2.06376,2.11567,346.988,345.471,322.209,310.032,305.711,0.359,0.28459,0.40097,0.34034,0.344281,1.284,2.05774,1.79963,2.13549,1.97505
2478,1.288,1.18042,1.49476,1.45196,1.44807,309.443,274.106,286.947,277.249,303.933,0.558,0.495106,0.49658,0.515491,0.502417,1.258,1.50978,1.95432,1.78505,2.12497
2479,1.325,1.19177,1.31401,1.38108,1.34157,264.238,263.282,294.151,302.156,303.267,0.744,0.844116,0.765631,0.732362,0.680034,4.844,3.44816,3.15006,3.90647,4.22641
2480,2.209,2.17804,2.06734,2.04815,1.97512,334.373,321.882,320.74,325.14,330.911,0.424,0.377805,0.437962,0.436662,0.402568,2.007,2.03248,2.27382,2.2272,1.99259
2481,1.611,1.59171,1.66888,1.59069,1.61682,275.346,285.373,292.041,274.752,274.312,0.366,0.392202,0.360301,0.343556,0.399565,2.187,1.81774,1.87311,2.07422,1.85432
2482,1.244,1.11438,1.3954,1.25092,1.29214,275.085,300.402,293.789,256.302,278.0,0.764,0.897754,0.840423,0.817631,0.71717,2.893,2.25941,2.53668,3.60129,2.33597
2483,0.989,0.959436,1.03918,1.02992,0.9934,268.419,274.062,272.281,254.84,260.558,0.74,0.69835,0.727081,0.762425,0.747343,1.879,1.90107,2.43554,1.94531,2.46613
2484,0.932,1.03975,1.1176,1.16254,1.09493,238.873,276.715,253.716,254.249,229.429,0.85,0.866309,0.903841,0.885627,0.855074,3.428,3.24607,3.58333,3.28697,3.32481
2485,1.721,1.92069,1.88343,1.87266,1.86102,277.267,304.135,268.785,273.154,299.459,0.256,0.320815,0.260928,0.281353,0.247659,1.638,1.15621,1.91013,1.68414,1.8588
2486,1.403,1.33452,1.28129,1.31485,1.33337,292.39,283.719,293.069,285.001,270.009,0.577,0.514221,0.572957,0.502178,0.533962,1.851,2.52997,2.34027,2.52989,2.24238
2487,1.383,1.32219,1.4013,1.37557,1.36974,289.984,289.598,295.969,292.69,278.784,0.614,0.692093,0.667852,0.64347,0.606078,2.037,1.90762,2.79056,1.8225,2.53673
2489,1.598,1.51159,1.33265,1.43683,1.33042,271.207,243.875,243.083,269.075,262.528,0.199,0.161699,0.181115,0.174069,0.153397,0.995,0.818913,1.33954,1.30657,0.916408
2490,1.294,1.22724,1.18682,1.42815,1.62088,246.124,244.28,243.207,233.345,240.019,0.126,0.158953,0.138965,0.135946,0.132329,0.54,1.24523,1.14231,0.969194,0.765817
2491,1.301,1.2284,1.39899,1.84515,1.54969,224.454,231.956,261.352,257.531,280.936,0.084,0.139798,0.166605,0.135465,0.141957,1.029,0.848233,1.01246,0.955164,0.98351
2492,1.293,1.28116,1.22953,1.26092,1.2744,275.995,267.449,280.861,268.267,274.569,0.433,0.423569,0.362573,0.392929,0.386177,1.335,1.67286,1.62648,1.33022,1.45044
2493,1.226,1.10256,1.15425,1.17456,1.31347,282.601,292.134,307.16,309.894,316.729,0.579,0.671222,0.608604,0.53535,0.523313,1.618,1.16184,1.40086,1.49979,1.95445
2494,1.657,1.53111,1.5474,1.49504,1.63262,270.727,238.868,243.571,246.718,246.561,0.241,0.228753,0.219087,0.260631,0.235144,1.577,1.57781,1.57955,1.7234,1.56863
2495,1.247,1.14325,1.226,1.2783,1.26222,235.916,247.753,237.917,243.865,225.654,0.37,0.360069,0.391898,0.348753,0.339474,3.147,2.16237,1.84517,2.05436,2.29008
2496,1.109,1.15321,1.11167,1.35722,1.18499,234.651,253.794,252.72,237.697,265.096,0.247,0.287119,0.261261,0.279453,0.294393,1.0,1.38652,1.8373,1.57425,1.34777
2497,0.833,0.837958,0.895434,0.76996,0.84292,267.393,289.188,268.32,250.17,268.096,1.049,0.997634,1.21329,1.16255,1.14534,2.427,3.26653,2.58942,3.15851,3.09288
2499,0.892,1.00135,0.942441,0.878005,0.901789,246.762,274.306,258.003,278.162,233.548,0.825,0.897327,0.885744,0.843738,0.848432,2.476,2.2254,2.09776,2.47487,2.67606
2501,1.638,2.16672,2.00824,1.60851,1.80463,294.587,300.053,302.552,293.058,300.664,0.186,0.142547,0.137948,0.155965,0.141127,0.6,1.33475,1.14956,1.20186,0.870327
2502,2.197,1.94719,2.08002,1.97516,1.93732,288.256,297.644,274.982,287.262,280.251,0.068,0.102566,0.0614219,0.131806,0.115077,1.061,1.32315,0.812211,1.154,1.37888
2503,0.8,0.895547,0.851629,0.756931,0.918146,238.362,226.369,217.645,236.941,215.038,0.477,0.456899,0.487346,0.480663,0.449873,1.102,1.69321,2.19897,1.42199,1.49674
2504,1.012,0.954135,0.970239,0.988788,0.862273,232.892,226.645,230.613,222.139,229.768,0.482,0.526859,0.689624,0.639826,0.494186,1.997,1.69886,1.68091,1.74343,1.74924
2505,2.0,1.88578,1.60497,1.8176,1.73055,273.525,267.766,280.626,257.706,269.816,0.108,0.0906518,0.0926954,0.135734,0.100293,2.817,0.821261,0.84424,1.02654,0.911276
2506,1.073,1.12496,1.06428,1.06272,1.09146,283.933,273.764,293.049,301.239,259.249,0.768,0.68583,0.68616,0.795432,0.691367,1.887,2.45318,3.00769,2.18207,2.27073
2507,1.398,1.58226,1.45321,1.48039,1.45089,299.113,295.989,295.09,299.824,289.762,0.573,0.599081,0.620953,0.534469,0.56208,1.651,2.37301,1.97349,2.34613,1.99871
2508,0.944,1.10584,0.982436,1.04062,1.03043,276.797,259.708,263.349,232.32,263.629,0.854,0.774204,0.977934,0.86842,0.792641,1.961,2.20865,2.11137,2.15154,2.55147
2509,2.005,2.02948,1.9799,2.02285,1.9487,317.326,322.956,328.917,305.746,329.118,0.363,0.402537,0.342554,0.361864,0.352733,1.631,1.57758,1.82516,1.79767,1.54641
2510,1.021,1.5736,1.23037,1.32427,1.16818,228.519,237.735,238.473,239.211,246.34,0.138,0.161699,0.160415,0.159812,0.129337,0.465,0.935407,1.05065,1.30102,0.926425
2511,1.54,1.35246,1.48513,1.55796,1.53653,285.939,282.195,288.886,282.594,288.691,0.55,0.52224,0.488375,0.516702,0.5295,2.568,2.65016,1.97943,2.83328,1.96764
2512,1.478,1.51997,1.62225,1.58231,1.62362,273.304,268.83,267.001,284.666,261.634,0.438,0.404095,0.42571,0.35856,0.394306,2.127,2.54879,1.86486,1.74706,2.75648
2513,0.789,0.972762,0.956621,0.988111,0.916417,271.14,258.951,258.008,256.807,275.633,0.663,0.605119,0.634035,0.680263,0.598732,1.225,2.26749,1.96277,1.8224,1.90119
2514,1.314,1.34319,1.29854,1.29045,1.29627,277.914,289.047,286.185,277.051,299.068,0.594,0.610501,0.630535,0.652795,0.619239,2.111,2.0413,1.80043,2.00517,1.84231
2516,1.455,1.28532,1.29892,1.18533,1.20431,271.648,262.093,252.547,274.321,248.258,0.357,0.349427,0.356617,0.324403,0.295056,1.538,1.82927,1.72961,2.14426,1.84642
2517,1.49,1.5856,1.60916,1.64381,1.68758,292.283,286.838,288.235,282.295,286.178,0.327,0.313522,0.306152,0.293939,0.331186,0.988,1.70868,1.57322,1.51372,1.5738
2518,1.62,1.52088,1.4651,1.6283,1.39767,280.752,289.343,274.972,287.326,287.588,0.453,0.434243,0.423779,0.45763,0.425326,2.681,2.29996,1.66279,2.47518,1.74803
2519,1.636,1.73186,1.63825,1.71022,1.46099,262.678,280.283,275.592,274.217,260.747,0.243,0.225053,0.25189,0.280034,0.289315,2.242,1.92467,1.69616,1.86578,1.97314
2520,0.951,0.864727,0.822624,0.845764,0.788789,243.59,239.34,255.871,238.652,256.68,0.469,0.491452,0.425882,0.425098,0.460748,1.321,1.05488,1.09994,1.23356,1.22178
2521,0.679,0.784276,0.704288,0.721482,0.680567,208.408,227.96,205.67,210.897,222.965,0.702,0.891962,0.522855,0.9575,0.732107,2.221,2.26914,2.03536,2.47934,2.209
2522,1.194,1.27731,1.36994,1.36014,1.2568,249.827,261.453,264.062,256.209,256.814,0.325,0.36423,0.381941,0.329898,0.357805,1.226,2.12819,1.52661,1.68908,1.49518
2523,1.413,1.70408,1.539,1.56863,1.52927,361.857,338.556,334.953,331.538,330.778,0.704,0.622618,0.629525,0.573768,0.632181,1.324,1.54852,1.68924,1.67315,1.90449
2524,1.265,1.39135,1.56167,1.331,1.33311,255.484,258.522,258.091,252.621,251.566,0.406,0.459136,0.480115,0.466917,0.362891,1.75,2.16805,2.34737,2.1029,2.34517
2525,0.965,0.989756,0.9457,1.13385,0.930921,263.801,263.026,255.468,261.806,324.79,0.863,0.957676,1.04342,0.999438,0.871186,2.389,2.38456,2.62012,3.35158,2.23877
2526,1.213,1.29163,1.18856,1.29854,1.26166,232.141,257.237,262.495,237.205,251.023,0.277,0.316504,0.329317,0.296351,0.326104,1.918,2.19166,1.98473,1.47732,1.75948
2527,1.402,1.46786,1.4924,1.53427,1.5101,271.992,270.902,268.322,260.141,271.927,0.367,0.444656,0.34361,0.314704,0.348647,1.406,1.7081,1.76727,1.88081,1.82239
2529,0.971,0.994498,0.992753,1.028,0.963986,273.656,275.684,286.662,272.187,285.638,0.595,0.613058,0.577882,0.602115,0.60562,1.303,1.4741,1.28318,1.65172,1.40737
2530,1.38,1.33443,1.25691,1.22317,1.20094,245.7,253.561,234.048,228.224,231.048,0.252,0.259598,0.260038,0.279846,0.244119,1.815,1.11971,1.68159,1.3333,1.45726
2531,0.671,0.721258,0.780299,0.804694,0.759138,205.066,172.136,192.395,200.833,209.549,0.459,0.484336,0.444777,0.577144,0.46878,1.276,1.74024,1.96005,2.29634,2.53262
2532,1.59,1.7327,1.58862,1.58771,1.64053,331.27,336.243,326.686,318.76,319.193,0.634,0.621538,0.63501,0.559732,0.563549,1.658,1.85031,1.65477,1.70822,2.65055
2533,1.083,1.16843,1.02431,1.06986,1.08531,281.179,290.058,292.416,283.085,263.419,0.866,0.757053,0.89908,0.830027,0.958998,2.351,2.51892,2.59527,2.9921,2.42876
2534,1.169,0.866256,0.777004,0.75809,0.921484,316.16,268.859,253.311,240.042,252.943,0.78,0.602414,0.653459,0.595918,0.626518,1.631,1.40621,1.07839,2.11578,1.46757
2536,1.155,1.17747,1.21879,1.28312,1.31849,289.698,301.141,303.275,303.038,293.964,0.662,0.72233,0.645653,0.753233,0.669625,1.623,1.64298,2.33474,2.08302,1.8712
2538,1.855,1.79607,1.91972,1.92571,1.76565,348.719,306.211,325.345,325.273,303.528,0.426,0.34476,0.36484,0.364635,0.360479,1.077,1.48448,1.61628,1.69631,1.96052
2539,1.356,0.901719,1.10074,1.24008,1.10536,261.302,248.804,241.843,262.958,269.493,0.495,0.513407,0.394154,0.530644,0.459829,2.662,1.94181,2.02828,1.96371,2.0696
2540,1.261,1.38351,1.28852,1.25114,1.25933,241.948,254.809,242.435,229.87,240.234,0.382,0.336661,0.406214,0.429653,0.406873,2.555,3.17895,2.21734,2.37813,1.53996
2541,2.183,2.03832,2.06118,2.31795,2.37426,357.246,361.142,383.975,369.657,364.106,0.567,0.601955,0.553586,0.647237,0.576226,1.992,1.66884,1.88858,2.38382,3.27307
2543,1.892,1.95624,1.90851,1.92766,1.95483,302.976,314.182,336.825,310.263,320.675,0.421,0.399901,0.461976,0.373827,0.465948,2.381,1.87225,2.01997,2.37275,2.30889
2544,1.799,2.02511,1.68209,1.65193,1.79288,262.295,278.861,284.717,254.364,271.686,0.097,0.097031,0.0940899,0.172158,0.152592,1.5,1.39895,1.15058,1.56616,1.27646
2545,1.324,1.40814,1.33958,1.36833,1.35516,279.424,280.994,275.001,273.197,272.448,0.543,0.505149,0.51902,0.486843,0.517238,1.83,1.95023,1.89241,2.01634,1.7764
2546,0.97,1.01002,1.01581,1.0567,1.09423,292.433,235.327,237.777,250.915,240.927,0.44,0.342351,0.379295,0.40719,0.37014,0.798,0.964857,0.853952,1.33482,0.888332
2547,0.58,0.677434,0.698956,0.675594,0.824368,239.709,226.064,245.899,249.605,258.863,1.098,1.13287,1.12755,0.883469,1.19904,2.188,3.19603,2.59488,2.26653,2.70321
2548,0.759,0.721474,0.73492,0.813186,0.746322,212.458,248.293,251.883,220.505,246.176,0.638,0.646613,0.675635,0.850737,0.647456,2.286,2.34263,2.30139,2.55691,2.38452
2549,1.285,1.19378,1.34869,1.28714,1.36909,274.492,272.332,258.522,263.744,264.481,0.477,0.380314,0.459716,0.462023,0.445148,1.539,2.1254,1.7454,1.77371,1.84376
2550,0.917,0.918076,0.938393,0.98406,0.947191,240.224,266.879,252.576,249.093,257.547,0.559,0.712824,0.585522,0.601299,0.637636,1.649,2.21401,1.70863,1.44321,1.89722
2552,0.917,0.941459,0.952723,0.767083,0.997076,240.589,270.502,231.789,246.616,253.091,0.676,0.597656,0.541967,0.676333,0.622036,2.161,2.191,2.19502,1.57908,2.23043
2553,1.223,1.26431,1.16634,1.56918,1.06372,253.681,245.489,253.819,249.484,251.239,0.353,0.334668,0.388466,0.371388,0.362036,1.345,1.42652,1.33434,1.59291,1.08701
2554,1.984,1.84266,1.899,1.92223,1.85045,301.695,282.268,332.632,272.77,285.546,0.268,0.270632,0.296018,0.219088,0.269198,1.522,1.93763,2.32605,1.45266,1.71774
2555,1.013,1.07925,1.03191,0.970931,0.995519,260.319,247.419,246.084,268.256,261.877,0.584,0.576283,0.57815,0.480409,0.537864,1.562,1.80169,1.54974,2.16174,2.55146
2556,1.697,1.5418,1.64611,1.60984,1.60361,310.894,325.537,319.287,304.607,317.379,0.607,0.629507,0.597071,0.690262,0.645164,2.388,2.1256,2.42519,2.09935,1.6714
2557,1.116,1.18204,1.07057,1.13744,1.1509,272.465,290.723,300.451,284.0,278.539,0.673,0.779703,0.66397,0.693868,0.657578,1.925,2.32281,2.38642,2.03688,1.79673
2558,1.14,1.11436,1.16398,1.11832,1.13285,287.227,281.816,290.752,283.404,267.925,0.49,0.454541,0.453926,0.480434,0.45646,1.108,1.36338,1.95598,1.34413,2.54263
2560,1.651,1.4966,1.3853,1.43739,1.52009,279.346,270.841,268.041,261.156,268.159,0.307,0.324908,0.315152,0.308302,0.336185,1.618,1.53633,1.59589,1.73179,1.53533
2561,1.571,1.59284,1.51219,1.47209,1.63693,265.55,275.371,288.744,273.392,290.435,0.176,0.185548,0.207434,0.211734,0.170211,0.952,0.91767,1.49211,1.73192,1.48081
2562,1.354,1.15942,1.3485,1.36725,1.4179,297.541,263.774,252.536,277.751,282.667,0.209,0.161699,0.131182,0.186291,0.17458,0.477,0.587022,0.768157,0.794917,0.819034
2563,1.095,1.20564,1.11525,1.19679,1.08007,275.13,285.066,279.598,265.294,268.146,0.651,0.584484,0.72802,0.620631,0.672052,1.714,2.29297,2.30462,1.81457,2.51199
2564,1.183,1.18011,1.22534,1.11949,1.24833,237.425,246.305,242.306,247.703,248.343,0.363,0.34291,0.410545,0.34195,0.369487,2.032,1.48856,1.25851,2.45844,1.49182
2566,0.937,0.950049,0.946146,0.984429,0.932923,261.169,251.333,246.393,274.47,253.44,0.741,0.726217,0.800981,0.824794,0.820826,1.883,2.13208,2.51012,2.10942,2.02953
2567,1.445,1.4207,1.572,1.41256,1.525,287.471,288.912,290.057,272.157,281.916,0.681,0.652341,0.663159,0.670222,0.67906,2.866,2.34991,2.66471,3.18734,2.52905
2568,1.014,1.2423,1.20847,1.23549,1.19827,226.078,234.183,229.629,237.383,246.207,0.388,0.451138,0.513434,0.437517,0.462956,1.778,2.86282,1.65761,2.17296,2.08301
2569,1.21,1.39439,1.36687,1.21395,1.3002,265.437,262.346,258.292,253.444,280.313,0.399,0.439877,0.394609,0.327948,0.345981,1.231,1.59059,1.39039,1.97096,2.06563
2570,1.059,1.13905,0.973428,0.87635,1.07089,296.874,283.62,277.851,266.304,284.827,0.919,0.944516,0.934355,0.883041,0.984586,2.097,2.31876,2.42647,2.56662,1.96583
2571,0.915,0.775089,0.941699,0.768609,0.893421,219.661,222.121,226.113,213.457,220.569,0.528,0.587133,0.602714,0.534153,0.51487,2.453,2.02651,1.38609,2.64354,2.48376
2572,1.039,1.01285,1.05767,1.09484,1.05449,322.722,302.301,291.587,289.429,269.823,0.924,0.750922,0.775081,0.78098,0.681192,1.729,2.08958,1.94213,2.63688,2.64539
2573,1.227,1.28041,1.28922,1.39455,1.3154,286.103,286.395,276.622,286.306,268.159,0.346,0.373896,0.325201,0.33388,0.366647,0.816,1.04473,1.40085,1.62952,1.67582
2574,0.684,0.872536,0.776601,0.782358,0.87077,260.57,240.361,253.0,241.576,237.797,0.44,0.444612,0.381961,0.402885,0.394743,0.732,1.28469,1.29243,0.922318,1.60585
2575,1.326,1.50118,1.46942,1.23414,1.27924,248.7,269.464,262.768,235.248,257.463,0.177,0.227026,0.229975,0.188457,0.221353,0.817,1.30604,0.939565,1.31116,0.756891
2576,1.392,1.5265,1.55486,1.57926,1.37716,255.137,254.843,263.378,257.726,261.365,0.266,0.301449,0.280417,0.284295,0.302708,1.382,1.5608,2.01957,2.07915,1.94608
2577,1.395,1.35389,1.36439,1.44481,1.45751,312.033,320.672,353.615,295.692,321.844,0.716,0.659288,0.585145,0.670165,0.686277,1.927,1.81786,2.57979,2.2193,2.08467
2578,1.151,1.16908,1.22135,1.29895,1.22941,252.865,259.976,259.265,273.686,267.364,0.49,0.508406,0.51856,0.514576,0.524436,1.84,1.61294,1.84849,1.81224,1.86102
2579,0.958,0.859338,0.838876,0.929537,0.910132,231.282,217.634,223.021,205.23,232.973,0.521,0.444936,0.448811,0.497235,0.461308,1.991,1.5545,2.03492,1.8438,2.65861
2580,1.911,1.66404,2.03898,1.74086,1.96675,281.765,261.739,269.106,250.951,268.47,0.182,0.183987,0.141216,0.216301,0.186538,1.582,1.9884,1.16601,1.95832,1.9743
2581,0.691,0.852487,0.7067,0.779688,0.758334,163.583,228.659,203.796,183.582,200.755,0.126,0.215682,0.159596,0.177163,0.17943,1.87,0.679948,0.559507,0.756122,0.730911
2583,0.905,0.937521,0.819943,0.782788,0.848576,204.204,197.754,213.912,203.313,205.593,0.285,0.258237,0.308818,0.304538,0.261544,1.634,1.18979,0.747757,1.62357,2.14795
2584,1.52,1.42286,1.4395,1.48409,1.49419,296.464,285.465,264.349,262.829,266.427,0.233,0.243905,0.204439,0.203745,0.206903,0.649,0.714144,0.875357,1.13702,0.834082
2585,1.058,1.01988,1.28129,1.05336,1.06223,223.38,231.206,232.17,231.795,225.324,0.331,0.337166,0.329052,0.395392,0.348172,1.844,1.725,1.39232,1.68484,2.31471
2586,1.364,1.35674,1.30183,1.34002,1.24642,251.365,250.62,244.374,233.529,239.304,0.269,0.289798,0.286647,0.281034,0.2391,1.458,2.18069,1.91116,1.72565,1.9008
2587,1.154,1.06327,1.16778,1.11254,1.15784,301.907,299.871,326.708,326.533,288.246,0.937,0.921825,1.01133,0.991877,0.983621,2.319,2.32801,2.2158,2.40728,1.99235
2588,1.631,1.52346,1.53237,1.54893,1.61454,311.924,309.808,309.556,304.859,298.773,0.585,0.582234,0.571377,0.504871,0.579684,1.987,1.68913,2.24742,2.22834,2.03842
2589,2.078,2.00399,1.94044,1.91809,1.97609,328.95,330.499,342.273,327.344,336.673,0.468,0.489804,0.414268,0.377688,0.412649,2.109,1.59053,2.25336,1.55408,2.36563
2591,1.255,1.45091,1.39212,1.30914,1.38766,288.535,275.661,273.182,276.991,278.05,0.515,0.466864,0.46852,0.49253,0.482802,1.342,1.91268,1.70884,2.08093,1.96992
2592,1.062,1.17642,1.24904,1.00862,1.12085,249.415,276.048,269.042,273.821,273.072,0.532,0.645166,0.565721,0.518983,0.575778,1.805,1.55799,2.28516,2.33944,1.62328
2593,1.383,1.10587,1.31404,1.27274,1.30399,295.736,262.836,264.253,277.322,258.307,0.262,0.217903,0.226012,0.231411,0.227878,0.642,1.36983,0.928646,1.56621,0.793341
2594,1.523,1.47176,1.42573,1.38828,1.41196,269.506,249.483,264.473,269.724,256.788,0.287,0.274031,0.265541,0.276316,0.279857,1.411,1.88495,1.30656,1.64074,1.35573
2595,0.877,0.875012,0.922234,0.784426,0.894571,246.188,292.13,284.591,256.799,271.88,0.936,1.00992,1.0045,1.00781,0.923121,2.959,2.83579,2.67433,2.55549,2.62115
2596,1.005,1.12136,1.32744,1.14576,1.36407,200.018,233.38,261.514,214.428,254.356,0.12,0.161699,0.162425,0.192364,0.176533,1.241,0.850712,0.797558,1.30596,0.73391
2597,0.847,0.821864,0.7801,0.763341,0.850526,248.037,222.627,221.312,248.526,295.57,0.909,0.877582,0.917505,1.07018,0.858655,2.554,2.35288,2.65766,3.14838,2.17988
2598,1.001,0.970213,0.945641,1.00521,0.967204,244.835,237.185,247.473,244.111,257.253,0.538,0.601965,0.539742,0.603312,0.627787,1.737,1.56069,1.59597,1.33653,1.32325
2601,1.081,1.05222,1.04319,0.967784,1.06654,235.481,227.481,245.708,237.741,234.338,0.454,0.443814,0.411163,0.50692,0.420433,2.125,2.25443,1.88725,2.14978,2.29248
2602,0.953,1.04928,0.941592,1.0809,0.964484,207.172,203.851,208.745,217.299,212.534,0.223,0.24234,0.236597,0.266265,0.256507,1.283,1.92959,1.44353,1.7586,1.60322
2603,1.3,1.37842,1.27707,1.28036,1.22778,279.63,272.118,294.987,277.816,256.565,0.7,0.647151,0.683541,0.728044,0.599973,2.577,2.39896,1.98501,2.74666,2.70038
2604,2.046,1.88246,1.93741,2.0036,1.94102,309.221,300.374,299.417,298.664,293.954,0.287,0.205896,0.261112,0.255378,0.235698,1.542,2.57879,1.86458,1.91475,1.46554
2605,1.686,1.67445,1.62793,1.71358,1.89377,278.496,277.703,275.061,297.276,273.514,0.332,0.342022,0.312882,0.337025,0.322564,2.105,1.62024,1.98923,1.86462,2.02933
2608,1.605,1.76433,1.77617,1.87982,1.75247,283.65,281.955,292.647,257.403,295.8,0.116,0.0961389,0.113177,0.167952,0.145775,0.406,1.29992,1.30753,1.48579,1.13207
2609,0.78,0.89656,0.789156,0.809795,0.760105,279.582,251.414,231.907,280.132,233.812,0.868,0.635647,0.731071,1.01686,0.736284,1.598,2.71338,3.0086,2.77426,2.52452
2610,0.619,0.759156,0.810145,0.762732,0.753681,260.508,209.426,254.877,245.129,236.034,0.912,1.00662,0.907209,0.859717,0.82067,1.583,2.30389,2.01582,2.99001,2.52964
2611,1.236,1.14431,1.28939,1.187,1.11895,253.287,249.829,253.19,250.166,249.439,0.449,0.429998,0.438064,0.407714,0.465809,2.003,1.57415,1.5913,2.29367,1.56658
2612,0.983,0.910083,0.933664,1.07093,0.91853,217.654,215.532,200.709,216.431,213.901,0.151,0.161699,0.165177,0.163334,0.119303,0.608,0.538582,0.787133,1.136,0.761995
2613,1.569,1.47925,1.50244,1.5189,1.47328,302.171,292.253,308.247,337.122,319.163,0.686,0.683652,0.703206,0.70719,0.802058,2.744,1.9505,2.16517,2.75104,2.03273
2614,1.886,2.46726,2.40881,2.21669,2.45562,275.879,302.735,285.599,300.308,292.116,0.063,0.0797274,0.064474,0.12132,0.0512841,0.502,1.16943,1.12604,1.01053,0.785925
2616,1.117,1.07435,1.04098,1.10896,1.05147,217.393,226.488,236.281,225.69,229.643,0.231,0.259865,0.271213,0.29183,0.317883,2.017,1.0498,1.5604,1.63529,1.25616
2617,1.465,1.42243,1.52774,1.47255,1.51921,260.101,280.356,260.632,273.683,257.638,0.309,0.332592,0.357522,0.342675,0.341075,1.829,1.66552,1.96509,1.83951,1.41532
2618,1.404,1.31319,1.39515,1.2817,1.40006,316.704,297.85,306.767,324.015,309.503,0.785,0.717233,0.795285,0.601733,0.69141,2.11,2.29047,2.37485,2.41926,2.12107
2619,1.455,1.02972,1.30499,1.08093,1.2153,278.358,267.546,262.322,268.232,259.883,0.471,0.433304,0.433746,0.423065,0.444081,1.973,1.8283,1.61177,1.32591,1.1318
2620,1.703,1.54775,1.74182,1.78566,1.58048,277.625,282.228,282.66,271.152,284.743,0.317,0.352305,0.336933,0.365987,0.349655,2.14,1.64533,2.02163,1.74129,1.77715
2621,1.321,1.46944,1.54297,1.4222,1.42099,291.119,292.369,297.092,273.425,277.774,0.566,0.639361,0.551977,0.519804,0.566469,1.617,1.36559,2.52364,1.78936,2.33617
2623,0.911,0.918158,0.888956,0.890386,0.884519,301.55,247.439,247.266,240.3,261.78,0.778,0.608721,0.62943,0.526341,0.57673,1.401,1.64203,1.86267,2.05566,1.96945
2624,1.186,1.03723,1.0659,1.14987,1.14293,295.854,325.629,291.983,339.356,299.26,1.106,1.04535,1.0889,1.03931,1.08783,3.385,2.74365,2.53656,2.72028,2.2441
